,airport,timezone
5284,NIC,Asia/Nicosia
5285,NIF,Australia/Perth
5286,NIG,Pacific/Tarawa
5287,NIK,Africa/Dakar
5288,NIM,Africa/Niamey
5289,NIN,America/Anchorage
5290,NIO,Africa/Kinshasa
5291,NIP,America/New_York
5292,NIR,America/Chicago
5293,NIS,Pacific/Port_Moresby
5294,NIT,Europe/Paris
5295,NIU,Pacific/Tahiti
5296,NIX,Africa/Bamako
5297,NJA,Asia/Tokyo
5298,NJC,Asia/Yekaterinburg
5299,NJF,Asia/Baghdad
5300,NJJ,Asia/Shanghai
5301,NJK,America/Los_Angeles
5302,NKA,Africa/Libreville
5303,NKB,Australia/Perth
5304,NKC,Africa/Nouakchott
5305,NKD,Asia/Jayapura
5306,NKG,Asia/Shanghai
5307,NKI,America/Juneau
5308,NKL,Africa/Kinshasa
5309,NKM,Asia/Tokyo
5310,NKN,Pacific/Port_Moresby
5311,NKO,Indian/Antananarivo
5312,NKP,Pacific/Tahiti
5313,NKS,Africa/Douala
5314,NKT,Europe/Istanbul
5315,NKU,Africa/Maseru
5316,NKX,America/Los_Angeles
5317,NKY,Africa/Brazzaville
5318,NLA,Africa/Lusaka
5319,NLC,America/Los_Angeles
5320,NLD,America/Matamoros
5321,NLE,America/Detroit
5322,NLF,Pacific/Port_Moresby
5323,NLG,America/Anchorage
5324,NLH,Asia/Shanghai
5325,NLI,Asia/Vladivostok
5326,NLK,Pacific/Norfolk
5327,NLL,Australia/Perth
5328,NLN,America/Los_Angeles
5329,NLO,Africa/Kinshasa
5330,NLP,Africa/Johannesburg
5331,NLS,Australia/Perth
5332,NLT,Asia/Urumqi
5333,NLU,America/Mexico_City
5334,NLV,Europe/Kiev
5335,NMA,Asia/Tashkent
5336,NMB,Asia/Kolkata
5337,NMC,America/Nassau
5338,NME,America/Nome
5339,NMG,America/Panama
5340,NML,America/Edmonton
5341,NMN,Pacific/Port_Moresby
5342,NMP,Australia/Brisbane
5343,NMR,Australia/Brisbane
5344,NMS,Asia/Yangon
5345,NMT,Asia/Yangon
5346,NNA,Africa/Casablanca
5347,NNB,Pacific/Guadalcanal
5348,NND,Africa/Maputo
5349,NNG,Asia/Shanghai
5350,NNI,Africa/Windhoek
5351,NNK,America/Anchorage
5352,NNL,America/Anchorage
5353,NNM,Europe/Moscow
5354,NNR,Europe/Dublin
5355,NNT,Asia/Bangkok
5356,NNU,America/Sao_Paulo
5357,NNX,Asia/Makassar
5358,NNY,Asia/Shanghai
5359,NOA,Australia/Sydney
5360,NOB,America/Costa_Rica
5361,NOC,Europe/Dublin
5362,NOD,Europe/Berlin
5363,NOG,America/Hermosillo
5364,NOI,Europe/Moscow
5365,NOJ,Asia/Yekaterinburg
5366,NOK,America/Cuiaba
5367,NOM,Pacific/Port_Moresby
5368,NON,Pacific/Tarawa
5369,NOO,Pacific/Port_Moresby
5370,NOP,Europe/Istanbul
5371,NOR,Atlantic/Reykjavik
5372,NOS,Indian/Antananarivo
5373,NOT,America/Los_Angeles
5374,NOU,Pacific/Noumea
5375,NOV,Africa/Luanda
5376,NOZ,Asia/Novokuznetsk
5377,NPA,America/Chicago
5378,NPE,Pacific/Auckland
5379,NPG,Pacific/Port_Moresby
5380,NPH,America/Denver
5381,NPL,Pacific/Auckland
5382,NPO,Asia/Pontianak
5383,NPP,Australia/Darwin
5384,NPR,America/Santarem
5385,NPT,America/New_York
5386,NPU,America/Bogota
5387,NQA,America/Chicago
5388,NQI,America/Chicago
5389,NQL,America/Sao_Paulo
5390,NQN,America/Argentina/Salta
5391,NQT,Europe/London
5392,NQU,America/Bogota
5393,NQX,America/New_York
5394,NQY,Europe/London
5395,NRA,Australia/Sydney
5396,NRB,America/New_York
5397,NRC,America/Los_Angeles
5398,NRD,Europe/Berlin
5399,NRE,Asia/Jayapura
5400,NRG,Australia/Perth
5401,NRI,America/Chicago
5402,NRK,Europe/Stockholm
5403,NRL,Europe/London
5404,NRM,Africa/Bamako
5405,NRN,Europe/Berlin
5406,NRR,America/Puerto_Rico
5407,NRS,America/Los_Angeles
5408,NRT,Asia/Tokyo
5409,NRY,Australia/Darwin
5410,NSB,America/Nassau
5411,NSE,America/Chicago
5412,NSH,Asia/Tehran
5413,NSI,Africa/Douala
5414,NSK,Asia/Krasnoyarsk
5415,NSL,America/Chicago
5416,NSM,Australia/Perth
5417,NSN,Pacific/Auckland
5418,NSO,Australia/Sydney
5419,NST,Asia/Bangkok
5420,NSV,Australia/Brisbane
5421,NSY,Europe/Rome
5422,NTA,Pacific/Fiji
5423,NTB,Europe/Oslo
5424,NTC,Africa/Maputo
5425,NTD,America/Los_Angeles
5426,NTE,Europe/Paris
5427,NTG,Asia/Shanghai
5428,NTI,Asia/Jayapura
5429,NTJ,America/Denver
5430,NTL,Australia/Sydney
5431,NTM,America/Araguaina
5432,NTN,Australia/Brisbane
5433,NTO,Atlantic/Cape_Verde
5434,NTQ,Asia/Tokyo
5435,NTR,America/Monterrey
5436,NTT,Pacific/Tongatapu
5437,NTU,America/New_York
5438,NTX,Asia/Jakarta
5439,NTY,Africa/Johannesburg
5440,NUA,Asia/Colombo
5441,NUB,Australia/Darwin
5442,NUD,Africa/Khartoum
5443,NUE,Europe/Berlin
5444,NUF,Asia/Colombo
5445,NUG,Pacific/Bougainville
5446,NUH,America/Bogota
5447,NUI,America/Anchorage
5448,NUJ,Asia/Tehran
5449,NUK,Pacific/Tahiti
5450,NUL,America/Anchorage
5451,NUN,America/Chicago
5452,NUP,America/Nome
5453,NUQ,America/Los_Angeles
5454,NUR,Australia/Adelaide
5455,NUS,Pacific/Efate
5456,NUT,Pacific/Port_Moresby
5457,NUU,Africa/Nairobi
5458,NUW,America/Los_Angeles
5459,NUX,Asia/Yekaterinburg
5460,NVA,America/Bogota
5461,NVD,America/Chicago
5462,NVG,America/Managua
5463,NVI,Asia/Samarkand
5464,NVK,Europe/Oslo
5465,NVN,America/Los_Angeles
5466,NVP,America/Manaus
5467,NVR,Europe/Moscow
5468,NVS,Europe/Paris
5469,NVT,America/Sao_Paulo
5470,NVY,Asia/Kolkata
5471,NWA,Indian/Comoro
5472,NWH,America/New_York
5473,NWI,Europe/London
5474,NWT,Pacific/Port_Moresby
5475,NYA,Asia/Yekaterinburg
5476,NYC,America/New_York
5477,NYE,Africa/Nairobi
5478,NYG,America/New_York
5479,NYI,Africa/Accra
5480,NYK,Africa/Nairobi
5481,NYM,Asia/Yekaterinburg
5482,NYN,Australia/Sydney
5483,NYO,Europe/Stockholm
5484,NYR,Asia/Yakutsk
5485,NYS,America/New_York
5486,NYT,Asia/Yangon
5487,NYU,Asia/Yangon
5488,NYW,Asia/Yangon
5489,NZA,Africa/Luanda
5490,NZC,America/Lima
5491,NZE,Africa/Conakry
5492,NZH,Asia/Shanghai
5493,NZL,Asia/Shanghai
5494,NZY,America/Los_Angeles
5495,OAA,Asia/Kabul
5496,OAG,Australia/Sydney
5497,OAH,Asia/Kabul
5498,OAI,Asia/Kabul
5499,OAJ,America/New_York
5500,OAK,America/Los_Angeles
5501,OAL,America/Porto_Velho
5502,OAM,Pacific/Auckland
5503,OAN,America/Tegucigalpa
5504,OAR,America/Los_Angeles
5505,OAS,Asia/Kabul
5506,OAX,America/Mexico_City
5507,OAZ,Asia/Kabul
5508,OBA,Australia/Sydney
5509,OBC,Africa/Djibouti
5510,OBD,Asia/Jayapura
5511,OBE,America/New_York
5512,OBF,Europe/Berlin
5513,OBI,America/Santarem
5514,OBL,Europe/Brussels
5515,OBM,Pacific/Port_Moresby
5516,OBN,Europe/London
5517,OBO,Asia/Tokyo
5518,OBS,Europe/Paris
5519,OBU,America/Anchorage
5520,OBX,Pacific/Port_Moresby
5521,OCA,America/New_York
5522,OCC,America/Guayaquil
5523,OCE,America/New_York
5524,OCF,America/New_York
5525,OCH,America/Chicago
5526,OCJ,America/Jamaica
5527,OCM,Australia/Perth
5528,OCN,America/Los_Angeles
5529,OCS,Africa/Malabo
5530,OCV,America/Bogota
5531,OCW,America/New_York
5532,ODA,Africa/Bangui
5533,ODB,Europe/Madrid
5534,ODC,America/Los_Angeles
5535,ODD,Australia/Adelaide
5536,ODE,Europe/Copenhagen
5537,ODH,Europe/London
5538,ODJ,Africa/Bangui
5539,ODL,Australia/Adelaide
5540,ODM,America/New_York
5541,ODN,Asia/Kuching
5542,ODO,Asia/Irkutsk
5543,ODR,Australia/Perth
5544,ODS,Europe/Simferopol
5545,ODW,America/Los_Angeles
5546,ODY,Asia/Vientiane
5547,OEC,Asia/Dili
5548,OEL,Europe/Moscow
5549,OEM,America/Paramaribo
5550,OEO,America/Chicago
5551,OER,Europe/Stockholm
5552,OES,America/Argentina/Salta
5553,OFF,America/Chicago
5554,OFI,Africa/Abidjan
5555,OFJ,Atlantic/Reykjavik
5556,OFK,America/Chicago
5557,OFU,Pacific/Pago_Pago
5558,OGA,America/Denver
5559,OGB,America/New_York
5560,OGD,America/Denver
5561,OGE,Pacific/Port_Moresby
5562,OGG,Pacific/Honolulu
5563,OGL,America/Guyana
5564,OGM,America/Panama
5565,OGN,Asia/Tokyo
5566,OGO,Africa/Abidjan
5567,OGR,Africa/Ndjamena
5568,OGS,America/New_York
5569,OGU,Europe/Istanbul
5570,OGV,Africa/Windhoek
5571,OGX,Africa/Algiers
5572,OGZ,Europe/Moscow
5573,OHA,Pacific/Auckland
5574,OHB,Indian/Antananarivo
5575,OHD,Europe/Skopje
5576,OHE,Asia/Shanghai
5577,OHH,Asia/Sakhalin
5578,OHI,Africa/Windhoek
5579,OHO,Asia/Vladivostok
5580,OHR,Europe/Berlin
5581,OHS,Asia/Muscat
5582,OHT,Asia/Karachi
5583,OIA,America/Santarem
5584,OIC,America/New_York
5585,OIM,Asia/Tokyo
5586,OIR,Asia/Tokyo
5587,OIT,Asia/Tokyo
5588,OJC,America/Chicago
5589,OJU,Asia/Makassar
5590,OKA,Asia/Tokyo
5591,OKB,Australia/Brisbane
5592,OKC,America/Chicago
5593,OKD,Asia/Tokyo
5594,OKE,Asia/Tokyo
5595,OKF,Africa/Windhoek
5596,OKG,Africa/Brazzaville
5597,OKH,Europe/London
5598,OKI,Asia/Tokyo
5599,OKJ,Asia/Tokyo
5600,OKK,America/Indiana/Indianapolis
5601,OKL,Asia/Jayapura
5602,OKM,America/Chicago
5603,OKN,Africa/Libreville
5604,OKO,Asia/Tokyo
5605,OKP,Pacific/Port_Moresby
5606,OKQ,Asia/Jayapura
5607,OKR,Australia/Brisbane
5608,OKS,America/Denver
5609,OKT,Asia/Yekaterinburg
5610,OKU,Africa/Windhoek
5611,OKV,Pacific/Port_Moresby
5612,OKY,Australia/Brisbane
5613,OLA,Europe/Oslo
5614,OLB,Europe/Rome
5615,OLC,America/Manaus
5616,OLD,America/New_York
5617,OLE,America/New_York
5618,OLF,America/Denver
5619,OLG,Africa/Nairobi
5620,OLH,America/Anchorage
5621,OLI,Atlantic/Reykjavik
5622,OLJ,Pacific/Efate
5623,OLK,America/Asuncion
5624,OLL,Africa/Brazzaville
5625,OLM,America/Los_Angeles
5626,OLN,America/Argentina/Catamarca
5627,OLO,Europe/Prague
5628,OLP,Australia/Adelaide
5629,OLQ,Pacific/Port_Moresby
5630,OLR,Asia/Kabul
5631,OLS,America/Phoenix
5632,OLU,America/Chicago
5633,OLV,America/Chicago
5634,OLX,Africa/Nairobi
5635,OLY,America/Chicago
5636,OLZ,Asia/Yakutsk
5637,OMA,America/Chicago
5638,OMB,Africa/Libreville
5639,OMC,Asia/Manila
5640,OMD,Africa/Windhoek
5641,OME,America/Nome
5642,OMF,Asia/Amman
5643,OMG,Africa/Windhoek
5644,OMH,Asia/Tehran
5645,OMI,Asia/Tehran
5646,OMJ,Asia/Tokyo
5647,OMK,America/Los_Angeles
5648,OML,Pacific/Port_Moresby
5649,OMM,Asia/Muscat
5650,OMO,Europe/Sarajevo
5651,OMR,Europe/Bucharest
5652,OMS,Asia/Omsk
5653,OMY,Asia/Phnom_Penh
5654,ONA,America/Chicago
5655,ONB,Pacific/Port_Moresby
5656,OND,Africa/Windhoek
5657,ONE,Pacific/Guadalcanal
5658,ONG,Australia/Brisbane
5659,ONH,America/New_York
5660,ONI,Asia/Jayapura
5661,ONJ,Asia/Tokyo
5662,ONK,Asia/Yakutsk
5663,ONL,America/Chicago
5664,ONM,America/Denver
5665,ONO,America/Boise
5666,ONP,America/Los_Angeles
5667,ONQ,Europe/Istanbul
5668,ONR,Australia/Brisbane
5669,ONS,Australia/Perth
5670,ONT,America/Los_Angeles
5671,ONU,Pacific/Fiji
5672,ONX,America/Panama
5673,ONY,America/Chicago
5674,OOA,America/Chicago
5675,OOK,America/Nome
5676,OOL,Australia/Brisbane
5677,OOM,Australia/Sydney
5678,OOR,Australia/Brisbane
5679,OOT,Pacific/Tarawa
5680,OPA,Atlantic/Reykjavik
5681,OPB,Pacific/Port_Moresby
5682,OPF,America/New_York
5683,OPI,Australia/Darwin
5684,OPL,America/Chicago
5685,OPO,Europe/Lisbon
5686,OPS,America/Cuiaba
5687,OPU,Pacific/Port_Moresby
5688,OPW,Africa/Windhoek
5689,ORA,America/Argentina/Salta
5690,ORB,Europe/Stockholm
5691,ORC,America/Bogota
5692,ORD,America/Chicago
5693,ORE,Europe/Paris
5694,ORF,America/New_York
5695,ORG,America/Paramaribo
5696,ORH,America/New_York
5697,ORI,America/Anchorage
5698,ORJ,America/Guyana
5699,ORK,Europe/Dublin
5700,ORL,America/New_York
5701,ORM,Europe/London
5702,ORN,Africa/Algiers
5703,ORO,America/Tegucigalpa
5704,ORP,Africa/Gaborone
5705,ORR,Australia/Adelaide
5706,ORS,Australia/Lindeman
5707,ORT,America/Anchorage
5708,ORU,America/La_Paz
5709,ORV,America/Anchorage
5710,ORW,Asia/Karachi
5711,ORX,America/Santarem
5712,ORY,Europe/Paris
5713,ORZ,America/Belize
5714,OSA,Asia/Tokyo
5715,OSB,America/Chicago
5716,OSC,America/Detroit
5717,OSD,Europe/Stockholm
5718,OSE,Pacific/Port_Moresby
5719,OSF,Europe/Moscow
5720,OSG,Pacific/Port_Moresby
5721,OSH,America/Chicago
5722,OSI,Europe/Zagreb
5723,OSJ,Africa/Nairobi
5724,OSK,Europe/Stockholm
5725,OSL,Europe/Oslo
5726,OSM,Asia/Baghdad
5727,OSN,Asia/Seoul
5728,OSO,Australia/Brisbane
5729,OSR,Europe/Prague
5730,OSS,Asia/Bishkek
5731,OST,Europe/Brussels
5732,OSU,America/New_York
5733,OSW,Asia/Yekaterinburg
5734,OSX,America/Chicago
5735,OSY,Europe/Oslo
5736,OSZ,Europe/Warsaw
5737,OTA,Africa/Addis_Ababa
5738,OTC,Africa/Ndjamena
5739,OTD,America/Panama
5740,OTG,America/Chicago
5741,OTH,America/Los_Angeles
5742,OTI,Asia/Jayapura
5743,OTJ,Africa/Windhoek
5744,OTK,America/Los_Angeles
5745,OTL,Africa/Nouakchott
5746,OTM,America/Chicago
5747,OTN,America/Indiana/Vincennes
5748,OTP,Europe/Bucharest
5749,OTR,America/Costa_Rica
5750,OTS,America/Los_Angeles
5751,OTT,America/Cuiaba
5752,OTU,America/Bogota
5753,OTV,Pacific/Guadalcanal
5754,OTY,Pacific/Bougainville
5755,OTZ,America/Nome
5756,OUA,Africa/Ouagadougou
5757,OUD,Africa/Casablanca
5758,OUE,Africa/Brazzaville
5759,OUG,Africa/Ouagadougou
5760,OUH,Africa/Johannesburg
5761,OUK,Europe/London
5762,OUL,Europe/Helsinki
5763,OUM,Africa/Ndjamena
5764,OUN,America/Chicago
5765,OUR,Africa/Douala
5766,OUS,America/Sao_Paulo
5767,OUT,Africa/Ndjamena
5768,OUU,Africa/Libreville
5769,OUZ,Africa/Nouakchott
5770,OVA,Indian/Antananarivo
5771,OVB,Asia/Novosibirsk
5772,OVD,Europe/Madrid
5773,OVE,America/Los_Angeles
5774,OVG,Africa/Johannesburg
5775,OVL,America/Santiago
5776,OVR,America/Argentina/Buenos_Aires
5777,OVS,Asia/Yekaterinburg
5778,OWA,America/Chicago
5779,OWB,America/Chicago
5780,OWD,America/New_York
5781,OWE,Africa/Libreville
5782,OWK,America/New_York
5783,OXB,Africa/Bissau
5784,OXC,America/New_York
5785,OXD,America/New_York
5786,OXF,Europe/London
5787,OXO,Australia/Brisbane
5788,OXR,America/Los_Angeles
5789,OXY,Australia/Brisbane
5790,OYA,America/Argentina/Cordoba
5791,OYE,Africa/Libreville
5792,OYG,Africa/Kampala
5793,OYK,America/Belem
5794,OYL,Africa/Nairobi
5795,OYN,Australia/Sydney
5796,OYO,America/Argentina/Buenos_Aires
5797,OYP,America/Cayenne
5798,OZA,America/Chicago
5799,OZC,Asia/Manila
5800,OZG,Africa/Casablanca
5801,OZH,Europe/Zaporozhye
5802,OZP,Europe/Madrid
5803,OZR,America/Chicago
5804,OZZ,Africa/Casablanca
5805,PAA,Asia/Yangon
5806,PAB,Asia/Kolkata
5807,PAC,America/Panama
5808,PAD,Europe/Berlin
5809,PAE,America/Los_Angeles
5810,PAF,Africa/Kampala
5811,PAG,Asia/Manila
5812,PAH,America/Chicago
5813,PAJ,Asia/Karachi
5814,PAK,Pacific/Honolulu
5815,PAL,America/Bogota
5816,PAM,America/Chicago
5817,PAN,Asia/Bangkok
5818,PAO,America/Los_Angeles
5819,PAP,America/Port-au-Prince
5820,PAQ,America/Anchorage
5821,PAR,Europe/Paris
5822,PAS,Europe/Athens
5823,PAT,Asia/Kolkata
5824,PAU,Asia/Yangon
5825,PAV,America/Maceio
5826,PAW,Pacific/Port_Moresby
5827,PAX,America/Port-au-Prince
5828,PAY,Asia/Kuching
5829,PAZ,America/Mexico_City
5830,PBB,America/Campo_Grande
5831,PBC,America/Mexico_City
5832,PBD,Asia/Kolkata
5833,PBE,America/Bogota
5834,PBF,America/Chicago
5835,PBG,America/New_York
5836,PBH,Asia/Thimphu
5837,PBI,America/New_York
5838,PBJ,Pacific/Efate
5839,PBL,America/Caracas
5840,PBM,America/Paramaribo
5841,PBN,Africa/Luanda
5842,PBO,Australia/Perth
5843,PBP,America/Costa_Rica
5844,PBQ,America/Porto_Velho
5845,PBR,America/Guatemala
5846,PBT,America/Asuncion
5847,PBU,Asia/Yangon
5848,PBV,America/Cuiaba
5849,PBX,America/Cuiaba
5850,PBZ,Africa/Johannesburg
5851,PCA,America/Anchorage
5852,PCB,Asia/Jakarta
5853,PCC,America/Bogota
5854,PCD,America/Chicago
5855,PCF,Africa/Johannesburg
5856,PCH,America/Tegucigalpa
5857,PCJ,America/Asuncion
5858,PCL,America/Lima
5859,PCM,America/Cancun
5860,PCN,Pacific/Auckland
5861,PCO,America/Mazatlan
5862,PCP,Africa/Sao_Tome
5863,PCQ,Asia/Vientiane
5864,PCR,America/Bogota
5865,PCS,America/Fortaleza
5866,PCT,America/New_York
5867,PCU,America/Chicago
5868,PCV,America/Hermosillo
5869,PDA,America/Bogota
5870,PDB,America/Anchorage
5871,PDC,Pacific/Noumea
5872,PDD,Africa/Maputo
5873,PDE,Australia/Adelaide
5874,PDF,America/Bahia
5875,PDG,Asia/Jakarta
5876,PDI,Pacific/Port_Moresby
5877,PDK,America/New_York
5878,PDL,Atlantic/Azores
5879,PDM,America/Panama
5880,PDN,Australia/Adelaide
5881,PDO,Asia/Jakarta
5882,PDP,America/Montevideo
5883,PDR,America/Fortaleza
5884,PDS,America/Matamoros
5885,PDT,America/Los_Angeles
5886,PDU,America/Montevideo
5887,PDV,Europe/Sofia
5888,PDX,America/Los_Angeles
5889,PDZ,America/Caracas
5890,PEA,Australia/Adelaide
5891,PEB,Africa/Maputo
5892,PEC,America/Juneau
5893,PED,Europe/Prague
5894,PEE,Asia/Yekaterinburg
5895,PEF,Europe/Berlin
5896,PEG,Europe/Rome
5897,PEH,America/Argentina/Buenos_Aires
5898,PEI,America/Bogota
5899,PEK,Asia/Shanghai
5900,PEL,Africa/Maseru
5901,PEM,America/Lima
5902,PEN,Asia/Kuala_Lumpur
5903,PEP,Australia/Darwin
5904,PEQ,America/Chicago
5905,PER,Australia/Perth
5906,PES,Europe/Moscow
5907,PET,America/Sao_Paulo
5908,PEU,America/Tegucigalpa
5909,PEV,Europe/Budapest
5910,PEW,Asia/Karachi
5911,PEX,Europe/Moscow
5912,PEY,Australia/Adelaide
5913,PEZ,Europe/Moscow
5914,PFB,America/Sao_Paulo
5915,PFC,America/Los_Angeles
5916,PFJ,Atlantic/Reykjavik
5917,PFM,America/Edmonton
5918,PFO,Asia/Nicosia
5919,PFQ,Asia/Tehran
5920,PFR,Africa/Lubumbashi
5921,PGA,America/Phoenix
5922,PGB,Pacific/Port_Moresby
5923,PGC,America/New_York
5924,PGD,America/New_York
5925,PGE,Pacific/Port_Moresby
5926,PGF,Europe/Paris
5927,PGH,Asia/Kolkata
5928,PGI,Africa/Luanda
5929,PGK,Asia/Jakarta
5930,PGL,America/Chicago
5931,PGM,America/Anchorage
5932,PGN,Pacific/Port_Moresby
5933,PGO,America/Denver
5934,PGQ,Asia/Jayapura
5935,PGR,America/Chicago
5936,PGS,America/Phoenix
5937,PGU,Asia/Tehran
5938,PGV,America/New_York
5939,PGX,Europe/Paris
5940,PGZ,America/Sao_Paulo
5941,PHA,Asia/Ho_Chi_Minh
5942,PHB,America/Fortaleza
5943,PHC,Africa/Lagos
5944,PHD,America/New_York
5945,PHE,Australia/Perth
5946,PHF,America/New_York
5947,PHG,Africa/Lagos
5948,PHI,America/Fortaleza
5949,PHK,America/New_York
5950,PHL,America/New_York
5951,PHN,America/Detroit
5952,PHO,America/Nome
5953,PHP,America/Denver
5954,PHQ,Australia/Brisbane
5955,PHR,Pacific/Fiji
5956,PHS,Asia/Bangkok
5957,PHT,America/Chicago
5958,PHU,Asia/Ho_Chi_Minh
5959,PHW,Africa/Johannesburg
5960,PHX,America/Phoenix
5961,PHY,Asia/Bangkok
5962,PIA,America/Chicago
5963,PIB,America/Chicago
5964,PIC,America/Grand_Turk
5965,PIE,America/New_York
5966,PIF,Asia/Taipei
5967,PIH,America/Boise
5968,PIK,Europe/London
5969,PIL,America/Asuncion
5970,PIM,America/New_York
5971,PIN,America/Manaus
5972,PIO,America/Lima
5973,PIP,America/Anchorage
5974,PIQ,America/Guyana
5975,PIR,America/Chicago
5976,PIS,Europe/Paris
5977,PIT,America/New_York
5978,PIU,America/Lima
5979,PIV,America/Sao_Paulo
5980,PIW,America/Winnipeg
5981,PIX,Atlantic/Azores
5982,PIZ,America/Nome
5983,PJA,Europe/Stockholm
5984,PJB,America/Phoenix
5985,PJC,America/Asuncion
5986,PJG,Asia/Karachi
5987,PJM,America/Costa_Rica
5988,PKA,America/Anchorage
5989,PKB,America/New_York
5990,PKC,Asia/Kamchatka
5991,PKD,America/Chicago
5992,PKE,Australia/Sydney
5993,PKF,America/Chicago
5994,PKG,Asia/Kuala_Lumpur
5995,PKH,Europe/Athens
5996,PKJ,America/Guatemala
5997,PKK,Asia/Yangon
5998,PKM,America/Guyana
5999,PKN,Asia/Pontianak
6000,PKO,Africa/Porto-Novo
6001,PKP,Pacific/Tahiti
6002,PKR,Asia/Kathmandu
6003,PKT,Australia/Darwin
6004,PKU,Asia/Jakarta
6005,PKV,Europe/Moscow
6006,PKW,Africa/Gaborone
6007,PKX,Asia/Shanghai
6008,PKY,Asia/Pontianak
6009,PKZ,Asia/Vientiane
6010,PLA,America/Bogota
6011,PLC,America/Bogota
6012,PLD,America/Costa_Rica
6013,PLE,Pacific/Port_Moresby
6014,PLF,Africa/Ndjamena
6015,PLH,Europe/London
6016,PLI,America/St_Vincent
6017,PLJ,America/Belize
6018,PLK,America/Chicago
6019,PLL,America/Manaus
6020,PLM,Asia/Jakarta
6021,PLN,America/Detroit
6022,PLO,Australia/Adelaide
6023,PLP,America/Panama
6024,PLQ,Europe/Vilnius
6025,PLR,America/Chicago
6026,PLS,America/Grand_Turk
6027,PLT,America/Bogota
6028,PLU,America/Sao_Paulo
6029,PLV,Europe/Zaporozhye
6030,PLW,Asia/Makassar
6031,PLX,Asia/Almaty
6032,PLY,America/Indiana/Indianapolis
6033,PLZ,Africa/Johannesburg
6034,PMA,Africa/Dar_es_Salaam
6035,PMB,America/Chicago
6036,PMC,America/Santiago
6037,PMD,America/Los_Angeles
6038,PMF,Europe/Rome
6039,PMG,America/Campo_Grande
6040,PMH,America/New_York
6041,PMI,Europe/Madrid
6042,PMK,Australia/Lindeman
6043,PML,America/Anchorage
6044,PMN,Pacific/Port_Moresby
6045,PMO,Europe/Rome
6046,PMP,Pacific/Port_Moresby
6047,PMQ,America/Argentina/Rio_Gallegos
6048,PMR,Pacific/Auckland
6049,PMS,Asia/Damascus
6050,PMT,America/Guyana
6051,PMV,America/Caracas
6052,PMW,America/Araguaina
6053,PMX,America/New_York
6054,PMY,America/Argentina/Catamarca
6055,PMZ,America/Costa_Rica
6056,PNA,Europe/Madrid
6057,PNB,America/Araguaina
6058,PNC,America/Chicago
6059,PND,America/Belize
6060,PNE,America/New_York
6061,PNG,America/Sao_Paulo
6062,PNH,Asia/Phnom_Penh
6063,PNI,Pacific/Pohnpei
6064,PNJ,Asia/Shanghai
6065,PNK,Asia/Pontianak
6066,PNL,Europe/Rome
6067,PNN,America/New_York
6068,PNP,Pacific/Port_Moresby
6069,PNQ,Asia/Kolkata
6070,PNR,Africa/Brazzaville
6071,PNS,America/Chicago
6072,PNT,America/Punta_Arenas
6073,PNU,America/Denver
6074,PNV,Europe/Vilnius
6075,PNX,America/Chicago
6076,PNY,Asia/Kolkata
6077,PNZ,America/Bahia
6078,POA,America/Sao_Paulo
6079,POB,America/New_York
6080,POC,America/Los_Angeles
6081,POD,Africa/Dakar
6082,POE,America/Chicago
6083,POF,America/Chicago
6084,POG,Africa/Libreville
6085,POH,America/Chicago
6086,POI,America/La_Paz
6087,POJ,America/Sao_Paulo
6088,POL,Africa/Maputo
6089,POM,Pacific/Port_Moresby
6090,PON,America/Guatemala
6091,POO,America/Sao_Paulo
6092,POP,America/Santo_Domingo
6093,POR,Europe/Helsinki
6094,POS,America/Port_of_Spain
6095,POT,America/Jamaica
6096,POU,America/New_York
6097,POV,Europe/Bratislava
6098,POW,Europe/Ljubljana
6099,POX,Europe/Paris
6100,POY,America/Denver
6101,POZ,Europe/Warsaw
6102,PPA,America/Chicago
6103,PPB,America/Sao_Paulo
6104,PPC,America/Anchorage
6105,PPE,America/Hermosillo
6106,PPF,America/Chicago
6107,PPG,Pacific/Pago_Pago
6108,PPH,America/Caracas
6109,PPI,Australia/Adelaide
6110,PPJ,Asia/Jakarta
6111,PPK,Asia/Almaty
6112,PPL,Asia/Kathmandu
6113,PPM,America/New_York
6114,PPN,America/Bogota
6115,PPP,Australia/Brisbane
6116,PPQ,Pacific/Auckland
6117,PPR,Asia/Jakarta
6118,PPS,Asia/Manila
6119,PPT,Pacific/Tahiti
6120,PPU,Asia/Yangon
6121,PPV,America/Metlakatla
6122,PPW,Europe/London
6123,PPX,Pacific/Port_Moresby
6124,PPY,America/Sao_Paulo
6125,PPZ,America/Caracas
6126,PQC,Asia/Ho_Chi_Minh
6127,PQD,Asia/Colombo
6128,PQI,America/New_York
6129,PQM,America/Mexico_City
6130,PQQ,Australia/Sydney
